Country;Control of Corruption;Government Effectiveness;Political Stability;Regulatory Quality;Rule of Law;Voice and Accountability
Brunei Darussalam;0.64094078540802;1.05256199836731;1.20804822444916;0.842613816261292;0.443528234958649;-0.790061056613922
Bulgaria;-0.314629107713699;0.216149657964706;0.0165976751595736;0.552765011787415;-0.123880945146084;0.39079812169075
Burkina Faso;-0.337194502353668;-0.586434006690979;-0.65051281452179;-0.360514223575592;-0.532375931739807;-0.188187479972839
Burundi;-1.16551530361176;-1.14510130882263;-1.73109745979309;-0.70916885137558;-1.12135708332062;-1.27151393890381
Cabo Verde;0.910824537277222;0.150738552212715;0.800678730010986;-0.256389975547791;0.551520526409149;0.95454466342926
Cambodia;-1.04428911209106;-0.68981808423996;-0.0981880947947502;-0.480088770389557;-0.920392990112305;-1.09456419944763
Cameroon;-1.03163504600525;-0.763527691364288;-0.990810036659241;-0.905801117420197;-0.960885047912598;-0.958052933216094
Canada;1.85461580753326;1.76512730121613;1.24214959144592;1.70588672161102;1.83567237854004;1.44323492050171
Cayman Islands;1.02735793590546;1.14556872844696;1.1883008480072;0.821979522705078;0.824195981025696;0.434087067842484
Central African Republic;-1.31227171421051;-1.79160583019257;-2.0864245891571;-1.43999195098877;-1.72116279602051;-1.32335412502289
Chad;-1.29250466823578;-1.45036351680756;-0.986350893974304;-1.19602870941162;-1.16122758388519;-1.35185611248016
Chile;1.25878739356995;1.08178102970123;0.400926440954208;1.35270416736603;1.3327374458313;0.986662030220032
China;-0.267493218183517;0.424247801303864;-0.560549020767212;-0.268535792827606;-0.337186574935913;-1.578568816185
Colombia;-0.292613208293915;-0.0348577052354813;-1.06063675880432;0.451427698135376;-0.307377427816391;-0.0703250169754028
Comoros;-0.640318214893341;-1.52200949192047;-0.113276958465576;-1.03300964832306;-0.83940052986145;-0.301612764596939
Congo. Dem. Rep.;-1.25044202804565;-1.62545847892761;-2.17387843132019;-1.34458839893341;-1.55140948295593;-1.30897104740143
Congo. Rep.;-1.22268056869507;-1.02271401882172;-0.507445275783539;-1.19392096996307;-1.04457807540894;-0.983737528324127
Costa Rica;0.707329630851746;0.378883987665176;0.578965365886688;0.49307057261467;0.478805601596832;1.14343440532684
Cote d'Ivoire;-0.417844235897064;-0.650963187217712;-0.861269414424896;-0.515242457389832;-0.618838965892792;-0.444398283958435
Croatia;0.200588777661324;0.509246706962585;0.576115846633911;0.364025622606277;0.202253043651581;0.50022941827774
Cuba;0.0717862397432327;0.0137403570115566;0.579513669013977;-1.24523854255676;-0.6236532330513;-1.52687275409698
Cyprus;0.980598270893097;1.03617107868195;0.542625784873962;1.06047701835632;1.01172542572021;1.0427303314209
Czech Republic;0.390838533639908;1.05149567127228;0.959901213645935;1.08479988574982;1.12322509288788;1.01953780651093
Denmark;2.23179650306702;1.8493310213089;0.892347931861877;1.73391163349152;2.0409562587738;1.56827127933502
Djibouti;-0.575444996356964;-0.956454157829285;-0.447735100984573;-0.68903923034668;-0.898576378822327;-1.40202677249908
Dominica;0.61652398109436;0.106443174183369;1.18655896186829;0.26136189699173;0.639645278453827;1.10945355892181
Dominican Republic;-0.769615471363068;-0.344239294528961;0.170123502612114;-0.0371257290244102;-0.456412225961685;0.12788499891758
Ecuador;-0.653979957103729;-0.435876458883286;-0.101074822247028;-1.14156401157379;-1.02878284454346;-0.259271323680878
Egypt. Arab Rep.;-0.559167325496674;-0.761894822120667;-1.34292685985565;-0.796496510505676;-0.503164708614349;-1.09615612030029
El Salvador;-0.434550940990448;-0.242529854178429;-0.0500441938638687;0.199564963579178;-0.592137336730957;0.126707032322884
Equatorial Guinea;-1.82767808437347;-1.42254650592804;-0.189996898174286;-1.34530925750732;-1.39614200592041;-2.00232291221619
Eritrea;-1.33843183517456;-1.59962213039398;-0.872908651828766;-2.11201572418213;-1.4143123626709;-2.04217982292175
Estonia;1.25262689590454;1.09130430221558;0.621380805969238;1.65615439414978;1.32837378978729;1.17190515995026
Ethiopia;-0.41111171245575;-0.640669524669647;-1.48004281520844;-1.00493597984314;-0.435138940811157;-1.2587958574295
Fiji;-0.0636896193027496;-0.292351067066193;0.580160856246948;-0.380547821521759;-0.432155162096024;0.0587294586002827
Finland;2.28353333473206;1.8225005865097;1.03871941566467;1.82845723628998;2.07349252700806;1.56010985374451
France;1.27983379364014;1.44315981864929;0.27345073223114;1.15450942516327;1.4064747095108;1.18458640575409
French Guiana;1.02735793590546;1.0932868719101;0.54438316822052;1.44780743122101;1.32364046573639;1.23131573200226
Gabon;-0.665876805782318;-0.73222154378891;0.0334044061601162;-0.796809494495392;-0.536851584911346;-0.949368834495544
Gambia. The;-0.771910309791565;-0.89269345998764;0.013977293856442;-0.493587553501129;-0.657494723796844;-1.47541356086731
Georgia;0.636309206485748;0.401318818330765;-0.397093772888184;0.924012303352355;0.29643526673317;0.215415865182877
Germany;1.81898748874664;1.73972916603088;0.71522331237793;1.66513025760651;1.78226673603058;1.43203008174896
Ghana;-0.175081148743629;-0.255614817142487;0.0283057745546103;-0.0308945756405592;0.118105731904507;0.511039793491364
Greece;-0.130120396614075;0.249212890863419;-0.226887822151184;0.397235363721848;0.24239319562912;0.590706586837769
Greenland;1.1913765668869;0.845817387104034;1.92093372344971;1.36518347263336;1.73640155792236;1.23131573200226
Grenada;0.30994439125061;-0.202410399913788;0.814351975917816;0.00519692664965987;-0.198735192418098;0.936310291290283
Guatemala;-0.711244463920593;-0.713743448257446;-0.647319316864014;-0.204007089138031;-0.986805021762848;-0.417117893695831
Guinea;-0.972723126411437;-1.13575387001038;-0.445999473333359;-0.86369913816452;-1.17234027385712;-0.886921763420104
Guinea-Bissau;-1.42934358119965;-1.6229590177536;-0.443891227245331;-1.19753932952881;-1.30171012878418;-0.81094753742218
Guyana;-0.766174972057343;-0.336635172367096;-0.175518214702606;-0.551770806312561;-0.496412456035614;0.215527459979057
Haiti;-1.25734460353851;-2.00214624404907;-0.729088246822357;-1.15908682346343;-1.16645729541779;-0.836117923259735
Honduras;-0.566870331764221;-0.818613529205322;-0.509917914867401;-0.397230923175812;-0.951104342937469;-0.449442714452744
Hong Kong SAR. China;1.67407310009003;1.92819476127625;0.993102848529816;2.17657136917114;1.83219063282013;0.483070373535156
Hungary;0.104408204555511;0.491794794797897;0.731825411319733;0.768639028072357;0.404108434915543;0.516577541828156
Iceland;1.95247220993041;1.50092506408691;1.26715874671936;1.26869821548462;1.6749073266983;1.39975464344025
India;-0.380446225404739;0.100586175918579;-0.920993864536285;-0.39138451218605;-0.056629803031683;0.389227569103241
Indonesia;-0.453910320997238;-0.224536433815956;-0.595944046974182;-0.210573971271515;-0.412583738565445;0.142861723899841
Iran. Islamic Rep.;-0.609386086463928;-0.201812922954559;-0.905212700366974;-1.28039121627808;-0.954055130481719;-1.53827917575836
Iraq;-1.37134826183319;-1.26926493644714;-2.28698992729187;-1.23289394378662;-1.45904541015625;-1.1941876411438
Ireland;1.63556027412415;1.53657257556915;0.927194595336914;1.81381773948669;1.78764617443085;1.35403037071228
Israel;0.894468665122986;1.37515532970428;-1.11848831176758;1.27008354663849;1.16826701164246;0.743652999401093
Italy;-0.0470478609204292;0.453999161720276;0.343587696552277;0.729968428611755;0.251778393983841;1.01203417778015
Jamaica;-0.32704085111618;0.246153101325035;0.0947649106383324;0.109950013458729;-0.234898999333382;0.547368288040161
Japan;1.60863041877747;1.79138791561127;0.977663338184357;1.17700457572937;1.511390209198;1.02250683307648
Jersey. Channel Islands;1.1913765668869;1.27595603466034;1.51498234272003;1.15205931663513;1.73640155792236;1.23131573200226
Jordan;0.259895652532578;0.135806679725647;-0.576220214366913;0.0476637370884418;0.462066560983658;-0.778579056262969
Kazakhstan;-0.755781829357147;-0.0529712475836277;-0.0983869358897209;-0.0252443514764309;-0.367958158254623;-1.15015363693237
Kenya;-1.01469933986664;-0.285136282444;-1.29092621803284;-0.294272631406784;-0.49036031961441;-0.17783422768116
Kiribati;0.247839838266373;-0.502134144306183;0.903691947460175;-0.90656054019928;-0.162695825099945;1.01600766181946
Korea. Dem. People?s Rep.;-1.28521203994751;-1.632732629776;-1.22331070899963;-2.33644008636475;-1.56584191322327;-2.14578175544739
Korea. Rep.;0.489384740591049;1.02609217166901;0.0987449362874031;1.15605103969574;0.954620599746704;0.667800843715668
Kosovo;-0.515628397464752;-0.41955578327179;-0.326777875423431;-0.299711048603058;-0.471335887908936;-0.178428322076797
Kuwait;-0.217803567647934;-0.0244420003145933;-0.10912598669529;-0.156218022108078;0.0348571836948395;-0.653681457042694
Kyrgyz Republic;-1.08072233200073;-0.901762068271636;-0.872378885746002;-0.466013729572296;-0.998024046421051;-0.472743004560471
Lao PDR;-0.839434921741486;-0.498993694782257;0.475613325834274;-0.79773622751236;-0.750922441482543;-1.67381644248962
Latvia;0.401939928531647;1.09790086746216;0.451598554849625;1.08564960956573;0.785767734050751;0.820620954036713
Lebanon;-0.878359258174896;-0.470651656389236;-1.71933400630951;-0.277196645736694;-0.786130964756011;-0.480740487575531
Lesotho;0.0674747675657272;-0.673170268535614;-0.103487201035023;-0.392894715070724;-0.173110604286194;0.0841939151287079
Liberia;-0.61063688993454;-1.36729085445404;-0.738625288009644;-0.881921291351318;-0.870828688144684;-0.258795410394669
Libya;-1.6947637796402;-1.69719386100769;-2.19817066192627;-2.2371928691864;-1.68847000598907;-1.36639332771301
Liechtenstein;2.07146334648132;1.66543793678284;1.4556839466095;1.38373339176178;1.70519042015076;1.36136543750763
Lithuania;0.555849850177765;1.20091080665588;0.698897898197174;1.28019750118256;0.984279930591583;0.967155039310455
Luxembourg;2.11819958686829;1.72477066516876;1.40796971321106;1.67355537414551;1.86451900005341;1.51678717136383
Macao SAR. China;0.619945645332336;1.43164432048798;1.15925014019012;1.7366840839386;0.908230483531952;0.908230483531952
Macedonia. FYR;-0.125404790043831;0.126113757491112;-0.197635158896446;0.446661382913589;-0.17356464266777;-0.176183193922043
Madagascar;-0.759013116359711;-1.29209911823273;-0.402529031038284;-0.75726443529129;-0.69438111782074;-0.415968000888824
Malawi;-0.763391256332397;-0.674869358539581;-0.0650772824883461;-0.818861186504364;-0.332533627748489;-0.0111937122419477
Malaysia;0.284214437007904;0.964427709579468;0.191164582967758;0.77194219827652;0.574284315109253;-0.347077965736389
Maldives;-0.271478325128555;-0.382025182247162;0.478488206863403;-0.423922419548035;-0.518981456756592;-0.496408760547638
Mali;-0.646498262882233;-0.911282539367676;-1.65740013122559;-0.569551467895508;-0.756111323833466;-0.242324352264404
Malta;0.916361391544342;0.850959002971649;1.03995907306671;1.17467844486237;1.15344941616058;1.18444156646729
Marshall Islands;-0.104488290846348;-1.59735977649689;0.996432721614838;-1.12360966205597;-0.204756736755371;1.20895135402679
Mauritania;-0.906050145626068;-1.02858769893646;-0.656419038772583;-0.858530163764954;-0.820225477218628;-0.90747332572937
Mauritius;0.400892317295074;1.03581547737122;0.949161887168884;1.08860778808594;0.853937327861786;0.813140988349915
Mexico;-0.742103695869446;0.21091040968895;-0.873792707920074;0.400046408176422;-0.469873577356339;-0.127512902021408
Micronesia. Fed. Sts.;0.718014776706696;-0.417161017656326;1.06671464443207;-0.992439031600952;-0.30598121881485;1.16473007202148
Moldova;-0.88472044467926;-0.631010413169861;-0.391822129487991;-0.0530897080898285;-0.402101010084152;-0.0331567190587521
Mongolia;-0.466475158929825;-0.403597325086594;0.649332225322723;-0.332779079675674;-0.390548944473267;0.239047318696976
Montenegro;-0.0909179598093033;0.161196574568748;0.12815335392952;0.225269287824631;0.0326379202306271;0.154019802808762
Morocco;-0.248814269900322;-0.0605156756937504;-0.336177796125412;-0.172419965267181;-0.0770396292209625;-0.659935534000397
Mozambique;-0.785201191902161;-0.741717457771301;-0.576762795448303;-0.49483248591423;-0.866536200046539;-0.281312674283981
Myanmar;-0.893506467342377;-1.23793923854828;-1.16996788978577;-1.2622287273407;-1.22098755836487;-1.29717600345612
Namibia;0.276367396116257;0.257816851139069;0.647882521152496;-0.0822922438383102;0.18928436934948;0.560848236083984
Nauru;-0.475761473178864;-0.565812408924103;0.605329513549805;-1.23944985866547;-1.15713763237;0.575113475322723
Nepal;-0.548494279384613;-1.0434798002243;-0.925457715988159;-0.785325884819031;-0.70126485824585;-0.430071473121643
Netherlands;1.89211082458496;1.84179282188416;0.929998457431793;1.76884424686432;1.93468642234802;1.5696234703064
New Zealand;2.29126644134521;1.89010941982269;1.49084222316742;1.94759345054626;2.02087736129761;1.57483732700348
Nicaragua;-0.874342262744904;-0.803022265434265;-0.0336099863052368;-0.429133057594299;-0.697247862815857;-0.385272651910782
Niger;-0.584011673927307;-0.607292234897614;-0.977550745010375;-0.725683867931365;-0.606417536735535;-0.252580165863037
Nigeria;-1.0964742898941;-0.951978087425232;-2.07096123695374;-0.840644717216492;-1.04467570781708;-0.43719893693924
Norway;2.26120281219482;1.8622260093689;1.14799404144287;1.63352179527283;2.02238059043884;1.70217156410217
Oman;0.200448915362358;0.0935914516448975;0.694645822048187;0.58222073316574;0.462457418441772;-1.02892935276031
Pakistan;-0.761218845844269;-0.661358177661896;-2.54405546188354;-0.623523473739624;-0.788428544998168;-0.75730836391449
Palau;-0.475761473178864;-0.565812408924103;0.996432721614838;-0.822532474994659;0.22176393866539;1.2310619354248
Panama;-0.343229442834854;0.297274887561798;0.412584990262985;0.374983608722687;-0.118806250393391;0.50068324804306
Papua New Guinea;-0.987348139286041;-0.620907127857208;-0.596737921237946;-0.55417400598526;-0.893204391002655;0.0633826106786728
Paraguay;-0.940254092216492;-0.945035398006439;-0.0230329502373934;-0.267205387353897;-0.694989919662476;-0.116013467311859
Peru;-0.597019910812378;-0.277530461549759;-0.505367934703827;-0.531150221824645;0.16089928150177;-0.43005234003067
Philippines;-0.43005234003067;0.107092209160328;-0.838326215744019;-0.0369303822517395;-0.345095425844193;0.136828944087029
Poland;0.579717457294464;0.799756526947021;0.874079167842864;0.997430622577667;0.796610891819;1.04494380950928
Portugal;0.918391883373261;1.23245763778687;0.873870074748993;0.940050542354584;1.14393973350525;0.133749887347221
Puerto Rico;0.133749887347221;0.372103959321976;0.844777882099152;0.977838397026062;0.776899576187134;0.363860249519348
Qatar;0.984333693981171;0.995639503002167;0.977142035961151;0.692051589488983;0.884546756744385;-1.01172125339508
Romania;-0.0458157397806644;-0.0383195728063583;0.195906311273575;0.590792655944824;0.153411269187927;0.42916402220726
Russian Federation;-0.862618625164031;-0.182619988918304;-1.04905080795288;-0.522402584552765;-0.71967339515686;-1.06747353076935
Rwanda;0.6720370054245;-0.0394305326044559;-0.0848119929432869;0.248528480529785;0.07145806401968;-1.13096392154694
Samoa;0.30955782532692;0.488892763853073;1.19923305511475;-0.0977466553449631;0.66710376739502;0.744577407836914
Saudi Arabia;0.0640295967459679;0.210185751318932;-0.544379055500031;0.0303522124886513;0.253939211368561;-1.75885856151581
Senegal;0.0306961294263601;-0.435145020484924;-0.169361993670464;-0.178930446505547;-0.15236808359623;0.251768589019775
Serbia;-0.239120572805405;0.114140711724758;0.226568907499313;0.135817050933838;-0.0949558690190315;0.230791717767715
Seychelles;0.890114068984985;0.428259968757629;0.694126009941101;-0.0881184712052345;0.193737119436264;0.0643778294324875
Sierra Leone;-0.778011023998261;-1.25769364833832;-0.0982207059860229;-0.866573572158813;-0.902814090251923;-0.304560840129852
Singapore;2.12992763519287;2.25212860107422;1.23735451698303;2.26288366317749;1.88153338432312;-0.140228167176247
Slovak Republic;0.145947456359863;0.840291798114777;0.956688046455383;0.787854969501495;0.483718574047089;0.965620398521423
Slovenia;0.726809978485107;0.973970353603363;0.919429838657379;0.620738446712494;0.953715264797211;0.945217251777649
Somalia;-1.62468075752258;-2.21873879432678;-2.47137904167175;-2.1498589515686;-2.33697772026062;-2.01312851905823
South Africa;-0.0423877947032452;0.26526665687561;-0.175754100084305;0.303562223911285;0.0558377392590046;0.634024262428284
South Sudan;-1.71167194843292;-2.17124342918395;-2.36076068878174;-1.68550181388855;-1.8275386095047;-1.52618324756622
Spain;0.485850930213928;1.17731559276581;0.287749022245407;0.785219967365265;0.896967768669128;1.01964712142944
Sri Lanka;-0.366520553827286;0.008745395578444;-0.0301161948591471;-0.0521268360316753;0.0686251372098923;-0.370011866092682
Sudan;-1.50237989425659;-1.47624826431274;-2.17354035377502;-1.50043141841888;-1.18402850627899;-1.81678116321564
Suriname;-0.568461358547211;-0.356148570775986;0.209084734320641;-0.664162695407867;-0.248711332678795;0.454388827085495
Swaziland;-0.324809968471527;-0.528136253356934;-0.457414507865906;-0.503806412220001;-0.268244951963425;-1.32612633705139
Sweden;2.24560332298279;1.81137037277222;0.965216994285584;1.80834293365479;2.04446721076965;1.59563493728638
Switzerland;2.16910648345947;2.00981998443604;1.31120145320892;1.75579011440277;1.9661990404129;1.57615172863007
Syrian Arab Republic;-1.53302991390228;-1.6338951587677;-2.9381992816925;-1.63256824016571;-1.43065071105957;-1.84891331195831
Taiwan. China;0.799015283584595;1.40984976291656;0.838746905326843;1.34582459926605;1.1693902015686;0.891566574573517
Tajikistan;-0.997934997081757;-0.819396197795868;-0.866736471652985;-1.00610792636871;-1.00964248180389;-1.51295590400696
Tanzania;-0.716798782348633;-0.598871231079102;-0.448947548866272;-0.362732410430908;-0.425351738929749;-0.211133435368538
Thailand;-0.400431334972382;0.356810241937637;-0.955608546733856;0.299114882946014;-0.106115944683552;-0.690783977508545
Timor-Leste;-0.690783977508545;-1.04535675048828;-0.224154233932495;-0.966596066951752;-1.17632114887238;0.149141430854797
Togo;-0.712842881679535;-1.17909812927246;-0.174645036458969;-0.820374667644501;-0.799726843833923;-0.746671497821808
Tonga;-0.446406990289688;-0.329453676939011;0.93419623374939;-0.438052535057068;-0.198030561208725;0.678281128406525
Trinidad and Tobago;-0.54169774055481;0.237128108739853;0.270998626947403;0.145442441105843;-0.143629014492035;0.486066251993179
Tunisia;-0.11067708581686;-0.103892669081688;-0.867011249065399;-0.394459426403046;-0.0525633133947849;0.192142859101295
Turkey;-0.114704668521881;0.232910796999931;-1.27580082416534;0.330284386873245;-0.0602953284978867;-0.374394416809082
Turkmenistan;-1.26281690597534;-0.874373912811279;-0.106458939611912;-2.09122180938721;-1.39052140712738;-2.19823694229126
Tuvalu;-0.00611172430217266;-0.96908962726593;1.40583884716034;-0.718884468078613;0.337982177734375;1.09839820861816
Uganda;-1.0517201423645;-0.482986986637115;-0.861963987350464;-0.242070764303207;-0.340803623199463;-0.586326360702515
Ukraine;-0.980087220668793;-0.513784945011139;-1.93292129039764;-0.579765200614929;-0.801214694976807;-0.0311061199754477
United Arab Emirates;1.12385749816895;1.53690087795258;0.755403161048889;1.13345098495483;0.707785427570343;-1.06698632240295
United Kingdom;1.86739253997803;1.73875534534454;0.556856215000153;1.85561776161194;1.80505681037903;1.27008998394012
United States;1.37852740287781;1.46199536323547;0.699094891548157;1.29757690429688;1.60370576381683;1.07516956329346
Uruguay;1.2981538772583;0.540124297142029;0.989899694919586;0.452428162097931;0.675224542617798;1.12164950370789
Uzbekistan;-1.16200923919678;-0.682054758071899;-0.42032453417778;-1.68539834022522;-1.06514036655426;-1.90172350406647
Vanuatu;-0.177127227187157;-0.786365568637848;0.568927347660065;-0.373071640729904;0.0344841815531254;0.723045766353607
Venezuela. RB;-1.32825553417206;-1.22016096115112;-1.0073778629303;-1.85771405696869;-1.9905811548233;-1.12198507785797
Vietnam;-0.4470434486866;0.0769642218947411;0.0106764985248446;-0.496353685855865;-0.26854208111763;-1.32891476154327
Yemen. Rep.;-1.44811189174652;-1.64089071750641;-2.63235783576965;-1.10101628303528;-1.2379367351532;-1.49385285377502
Zambia;-0.405138790607452;-0.554479479789734;0.085539385676384;-0.422343552112579;-0.252827018499374;-0.112754210829735
Zimbabwe;-1.28689205646515;-1.14796876907349;-0.577251553535461;-1.64690148830414;-1.34908628463745;-1.19269394874573
